tta_0,d_0,a_values,a_duration,is_gap_accepted,RT_go,RT_stay,subj_id
5.75,70.0,"(0.0, 4, -4, 0.0)",1.0,0.21311745188695103,0.6587078925348872,1.2687668491999242,all
5.75,70.0,"(0.0, -4, 4, 0.0)",1.0,0.4212057565212439,0.8892562848781095,1.6447484405965593,all
5.75,70.0,"(0.0, -4, -4, 0.0)",1.0,0.6821934938601997,1.4489886735713395,1.1284120053568978,all
5.75,80.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.5240512415203694,0.7405384685321559,1.7385899855132776,all
5.75,80.0,"(0.0, 4, 4, 0.0)",1.0,0.43874558555229276,0.6677554393372958,1.5293051732238325,all
5.75,80.0,"(0.0, 4, -4, 0.0)",1.0,0.4433690683082242,0.6791292341742993,1.5773437830107342,all
5.75,80.0,"(0.0, -4, 4, 0.0)",1.0,0.6734697809656336,0.8245653916493544,1.9465502060306616,all
5.75,80.0,"(0.0, -4, -4, 0.0)",1.0,0.8156734054964164,1.084572500615494,1.6804122544372853,all
5.75,90.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.7453223948971762,0.6935398796366569,2.0553699514971115,all
5.75,90.0,"(0.0, 4, 4, 0.0)",1.0,0.6729291507984856,0.6472539067407298,1.8063534838582354,all
5.75,90.0,"(0.0, 4, -4, 0.0)",1.0,0.6803314409246173,0.6600792628462758,1.8938348414446518,all
5.75,90.0,"(0.0, -4, 4, 0.0)",1.0,0.8256880724796284,0.7196189224978051,2.2038574545832743,all
5.75,90.0,"(0.0, -4, -4, 0.0)",1.0,0.8745095274907035,0.8036730083773924,1.9706908359044988,all
6.0,70.0,"(0.0, 0.0, 0.0, 0.0)",1.0,0.3057392533526992,0.7512532678729441,1.4771225368671264,all
6.0,70.0,"(0.0, 4, 4, 0.0)",1.0,0.23816705641728242,0.6590029329513546,1.2953848386296802,all
6.0,70.0,"(0.0, 4, -4, 0.0)",1.0,0.24007238792710048,0.6673516567337244,1.320824273687734,all
6.0,70.0,"(0.0, -4, 4, 0.0)",1.0,0.4945062904904363,0.9115802103180974,1.7380358676854903,all
